id,comment,category,label,note
5065,chatr odhikar prishder namta niteo mathay dol khete hy! ki sangghatik eto dine amjnta take cinleo tini bodh hy cinle na!,,Negative,
5066,srkar eto dine ekti shkti shali birodhii dl pailen.... mashallah desh aro shkti shali hokà¥¤ amra setai asha krchià¥¤,,Negative,
5067,"manush ktta udar hle nijer pajà¦¼jamar phita khule onjke msharii tangate dey! milemishe khat kapalenà¥¤nijer khale mach cash krte dilen,ekhn blen cashir dosh",,Negative,
5068,"icchakà§ƒt bhabe dujnei annd krechen, ekhane dshrn kothay?ar take jranor karn ki? akam krar smy tini ki hat, pa,cepedhre chil naki, phajlami bad dao,bhal hye jao,nijer crie bhal kro,dekhbe sbai bhal,",,Negative,
5069,hajaro dhrshne nariibadiider aoyaj nai dushcritra blle smsja? bishyta onekta nijer payjama khule mathay kapdà¦¼ deyar mtà¥¤,,Negative,
5070,"mner annd mitanor jnje s icchay doihik cahidar annd upbhog krbe,, becarar taka khaoya shesh hlei blbe se dhrshn kreche amake eta kon ktha hlo,, tao abar à§§à§¦ mas ager ghthna,,",,Negative,
5071,kichu kichu cjanel ache ederke juta diye pita dile o blo eder smman jayna,,Negative,
5072,bibaher age jdi lncer kebine jete pare take to dus crita blbeià¥¤ekhn amar to mne hy jara sb smy egulo kre thake tarai erkom alocna krte pareà¥¤ ekhn to sephudake lakto shbd boma phatanor jnjà¥¤,,Negative,
5073,"jara biyer age sb diye dey tara hcche ptita, tini bangladesher jngner ohngkar ar take niye jara kharap smaleacna kre tarao oi ptitader mt ià¥¤",,Negative,
5074,puro desher mner kthaito blche tini à¥¤ critrhiin meyeke dushcritr blte smsja kothayà¥¤ desh basii ki oi ptita ke dhrshita mne kre.....?,,Negative,
5075,"lal tipoyalar nam shune to mne hlo ,, muslim,, kintu poshak dekhe mne hcche hindu,,, kpaler tipta chot hye geche,,, eder mto nariider jnji oamader desher meyera bepthe cle jacche",,Negative,
5076,kaderke enechen alocna krar jnj? take chadà¦¼a onjder cini naà¥¤ tar biruddhe blar jnj bhalo phigar pelen na?,,Negative,
5077,smyopjogii hte na parar bjrthtay manushiktar pncn sarate pariniià¥¤,,Negative,
5078,ktta nicu mner meye hle lncer mdhjei nijer kapr khulte pare bhaba jay,,Negative,
5079,prthmt ei narii ja kreche ta secchay krecheà¥¤ se jahajer kebine hok ba bndhur basayà¥¤ ubhyer smmtite shriir deya neya hle take dhrshn bla jay ki ?,,Negative,
5080,"dushcritr na b'le apat dà§ƒshtite critrhiin ba ptita ble ektu blo hto,",,Negative,
5081,"apni kemn narii je onjayke pshry deyà¥¤ je opradh kre nai tar name obhijog krenà¥¤ apni to onjayke njaye print krar ceshta krchenà¥¤ khub sadharn ekti ktha je opradher jrit na,take jdi opradhi blen tkhn tar ktha blar dhrun thik thake naà¥¤",,Negative,
5082,corke cor bla jabe na eta tini jane naà¥¤ ogtja se emn ktha ken blbe???,,Negative,
5083,sei nariita karo upr khamaka dhrshner obhijog tulle seta dosher kichu na kintu tinisei meyeke duushcriiea bllei seta dosh hye jay tai na,,Negative,
5084,"lnce ken kebine jete hbe, arato age theke prikpna kre giyeche je aj amra mja lutbo, ar ekhn sb dosh tar",,Negative,
5085,"stji ktha blte sahs lage ar tini brabri sahsii,,,eijnj sbai tar sathe,,,",,Negative,
5086,"ei sangghatikke ke jen critrhiin blechil? aslei ei ""butti gai"" er critr osadharn durgndhjuktà¥¤",,Negative,
5087,sbadhiindeshe dushcritrake dushcritra bla jabena kenà¥¤ bak sbadhiinta birodhii..,,Negative,
5088,"rate apose miln korbe , ar dine mamla dibe dhrshn, eta kodhrne caritr ban,",,Negative,
5089,dushcritra mejà¦¼eke to dushcritrai blbeà¥¤ ekhane dosher ki dekhlen? ar tar pichne lagchen ken! tader nana jajà¦¼gajà¦¼ dhrshn dhamacapa deojà¦¼ar jnj? kharapke kharap blte shikhun ta na hle bhalor muuljajà¦¼n krben kemne?,,Negative,
5090,ei mhilake dekhle jen shriir jhimjhim kre,,Negative,
5091,"ekjn narii jkhn karo name mithja opbad dey tar smalocna nakre, ken oi mhilake dushcrita blche tar smalocna kre hayre midiya hayre shikshit smaj bebstha",,Negative,
5092,karn eta to sbai cajà¦¼ shariirik smprk etato jorpuurbk dhrshn njà¦¼,,Negative,
5093,"stji selukas ki bicitr edesh,bhlo manushke dhrshk sajiye mamla kra, secchay dehdankariiniike dushcritra bla jbenaà¥¤à¥¤",,Negative,
5094,gru chagl ki kre paln krte hy sei sb niuj dekhan e sb niye niuj na krleo clbeà¥¤ apnader niuj jnsadharner birktikr lageà¥¤kment dekhen na? ljja lage na apnaderà¥¤,,Negative,
5095,ucit ktha blar pre ekhn tor tibhir beshjader culkani shuru hjà¦¼e geche mlm lagabo lagate hbe,,Negative,
5096,"ekjn muslim narii berprday claphera krte pare na prrdha kra tader jnj phrj tai blchi eisb niye smalocna kra mhila kemn hte pare , sei jane",,Negative,
5097,"ekjn ptitake ptita blle tomader culkani bere jay, ar jkhn ekjn bhalo manusher critr niye tanatani kre tkhn tomader cetna ghumayà¥¤etai tomader asl critrà¥¤",,Negative,
5098,e cjaneler sb gulare juta diya pithaite mn cayà¥¤sb khankira bse ekhaneà¥¤jkhn oi mhilar ijjt hani hichil tkhn t ken tksho kris naià¥¤tkhn nariibadiira cipay atkaicheà¥¤ar islam birodhii ktha barta blle cjaneler gushti uddhar krmuà¥¤,,Negative,
5099,tkshne shytangulor mukher tala khulche!,,Negative,
5100,dushciritrare dushcritra blle dosher kichu naià¥¤ abar tora je er pkshe chapai gach tate bujajay tora eki noiakar maji,,Negative,
5101,nijer khushite prem kreà¥¤ nijer sicchay annd punti kreà¥¤ pre mnmalinj hle nanan obhijog dhshn er obhijog à¥¤ à§­/à§® mas age dui jner sicchay doihik miln krche eto din pre ken obhijog dhshnerà¥¤,,Negative,
5102,blte pare dushcritr dushcritr ble kichu hjà¦¼na se jkhn lncer kebine geche tkhn apnara sangbadikra ki chilen tkhn take atkate paren na je tumi ken ekhane to drshn krb take,,Negative,
5103,tar dushcritra bla bhul hjà¦¼eche bla ucit chil camdà¦¼a bjbsajà¦¼ii,,Negative,
5104,"era niuj krbe islamer bipkshe , mne hy erai nijera islam toiri krbe à¥¤ tbe beshi din nai ,mrle toder ki hbe seta allahi bhalo janeà¥¤ bys to ek ek mhilar km hy ni à§«à§¦ ap à¥¤ ar à§©à§¦ bchri jbalabià¥¤",,Negative,
5105,"dushcritrake dushcritra blbe na à¥¤blbe ki, akam kukam krte tkhn bhaloi lagche na à¥¤ekhn dhrshk hjà¦¼e geche à¥¤ age nijera thik ho pre onjer dosh dio bdmaish maijà¦¼a",,Negative,
5106,"je nijer icchay dhrshit hy tarpr kono dler hye uddeshj prneadit kauke opradhii bananor opceshtay lipt hy tar jnj sangbadikder ljja lage na, ljja lage jkhn nijke nirdosh prman krte giye meytir asl critr sbar samne tule dhrleà¥¤sabas!!!",,Negative,
5107,ei meyer jdi critr bhal ht tahle tar cheleke ei dhrner mamlar asami ditnaà¥¤ sadharn manush ekhn bujhe desh ekhn kon hale clteche tar beshi kichu blb na,,Negative,
5108,ekta sujog niye dekh jdi tar mt atke jele neoya jay kinaà¥¤ jtsb nariirupi hijra mhilar dlà¥¤,,Negative,
5109,je narii mithja obhijog kreche tar biruddhe tkhn tar snman nst krche ta gaye lageni???e smaje onek ptita narii ache purush ke najehal kre tader bicar nei,,Negative,
5110,bhai taile kake dushcritra bla jabe?! eita ki ntun bjkrn?! naki sngbidhaner ntun ain?!,,Negative,
5111,"egula sb gula eki nayer majhiià¥¤ egulao steshne,cipay capay,hotele thakeà¥¤eder to critri neià¥¤sucritr ba dushcritr blar manei hynaà¥¤",,Negative,
5112,ekhn narii netriider gaye legeche jkhn jaygay jaygay gndhrshn hy tkhn to tanderke dekha jay na,,Negative,
5113,apnara to bhal khelchen take phansanor jnj kharapke kharap blle dosh hbe e kemn ktha!!!! tar piche na lege desher dhrshn bicarer can,,Negative,
5114,dushcritra shbdta ki dhrner manusher belay bjbhar kra hbe seta amar bodh gmjnyà¥¤,,Negative,
5115,dhrshn na kre jdi dhrshnkarii blte paren bicarer agei tahle ekjn dushcritra narii ke ken bicarer age dushcritra bla jabe na,,Negative,
5116,critrhiin meye ke dushcritra blay opradh ki?? je meye biyer age shaririik smprk kre smaj ke nsht kre take ki ble ?,,Negative,
5117,"corke cor blatao opradh!! bah bah bah !! ar jtbr manbadhikar krmii ho na ken,dhikkar tomake dhikkar shshr dhikkar tomake,jkhn ek meyeke à§¯/à§§à§¦jne re reip krlo kothay chil esb critrban manushera",,Negative,
5118,critrhiin ble jthesht smman kra hyecheà¥¤ ore to aro kurucipuurn bhashay bla ucit chilà¥¤ ei nariibadiirai smaje nongrami chrayà¥¤,,Negative,
5119,tini to sthik kthai bleche tahle apnader gaye lagche ken?tar kthata jara critrhiin tader gayei lagbeà¥¤tar kthai bujha jay uni ekjn critrhiin mhilaà¥¤,,Negative,
5120,ken?je mhila sbiccha ekjn er sathe jete pare ultu abar rep er obhijog kre tao abar on arekjn er biruddhe take eta bla jay er thekeo beshi blle dosh hbe na,,Negative,
5121,emn ekta bhab nicche jen snggthntir nam janei na,,Negative,
5122,bdà¦¼bdà¦¼ kpale phonta dijà¦¼e asa esb magir karne bangladesher bhalo manusher dam nai,,Negative,
5123,kon dushcritra nariike jdi dushcritra bla dosher hy tbe bangla obhidhan theke ei shbdti tule neya hok,,Negative,
5124,ekjn beshjake kkhnoi dushcritra blte pare na eta tar onjay hyeche à¥¤,,Negative,
5125,biye na bse je meye byphrend ke niye hanimune jay take shudhu dushcritr blleo bhul hbe emn pitamatakeo dhikkar janai,,Negative,
5126,dhshn kre mere phela hy seta nijà¦¼e kono matha bjtha nai ar ek jn ki blche sei ta niye tksho,,Negative,
5127,meyeta sb icchay sb kichu diyeche tahle se obshji dushcritraà¥¤tini to dosher kichu ble nià¥¤,,Negative,
5128,sb narii ki narii! take niye je meyeta natk krteche thake bleche tik blche!sb purush sb nariir mdhje bhal kharap ache!onake sb narii purush jatike kharap blar odhikar ke diyeche,,Negative,
5129,amader desher obstha hcche cor ke cor bla jabe naà¥¤ kichu ond bhkt ache tara rajnoitik karne stj ktha ble naà¥¤ kaloke kalo sada ke sada blar sahs sbar neià¥¤ pà§ƒthibiite julum beshi din tike naà¥¤tikbe o naà¥¤pà§ƒthibiir dike takale dekha jabe tar pmanà¥¤,,Negative,
5130,"kmentgulo pdà¦¼e bujhlam à§® hajar kment er mdhje beshirbhag kment oi take smrthn kra hjà¦¼echeà¥¤sutrang nariibadiira sabdhan hye jao,sabdhan hye jao à¥¤ banglar manush tomaderke jene geche",,Negative,
5131,"tini stji onjajà¦¼ kre phelecheà¥¤ karn take dushcritra bla thik hjà¦¼nià¥¤ prjà¦¼ojn chil intarnjashnal ptita bla,,",,Negative,
5132,apani apni ki prshn krechen je prmanit hoyar age take opradhii ba dhrshnkarii bla jabe kina?,,Negative,
5133,"accha meyeta jdi dhrshita hye thake tbe etdin pulishke janaini ken,lnse citkar deyni ken,asle egulo natkà¥¤",,Negative,
5134,ekta mejà¦¼e tar nijer bhdrta bjajà¦¼ rakhte parena manusher samne oushdh kaj kre cokhe ljja shrm kichui nai take dushcritra blbe na to ki blbe,,Negative,
5135,"shaliinta bjay rekhe meyeder claphera kra ucit,",,Negative,
5136,amar aidite oi meytar bhidio deya ache dekhe nibenà¥¤oi meyeta kharap nij icchay sb kre à§¯ mas pr mne hlo dhrshnà¥¤eta sajano natok chara kichui na take dabiye rakhar jnj,,Negative,
5137,critrhiin meyeke dushcritra bla dosher kichunaà¥¤ seta opradh kiserà¥¤,,Negative,
5138,asle e dhrner bktbj ta asar pichne je juktijukt kichu karn ache segulo mne hjà¦¼ sbar bojha ucit amader karn tar upre je dhrner stimrolar gula clteche tar birktikrbhabe eta cle eseche kina cinta kra ucit!,,Neutral,
5139,bon amar prshn hcche toder baba ktjn? toder jnm ki kon olite glite? ami bujhi na toder mt beshsa gulike bangladesher mdhje guli kre htja kra hjà¦¼ na ken,,Negative,
5140,sbecchajà¦¼ gijà¦¼e apni karo sathe shujà¦¼e pdà¦¼ben ar tarpr blben je apnake dhrshn kra hjà¦¼eche eta kemn bicar,,Negative,
5141,ekhaner sb kyta tar biirudhii niye bscheà¥¤ bllo dhrshner smy naki meyetir bhidio kra smbhb naà¥¤tahle amar prshn dhrshn hichilo kothay?ar ki bhabe meyeti sekhane gelo?ar jdi ophrn kre niye jaoya hto tahle nishcy hasi khusi phto tulto na,,Negative,
5142,tumi to chagii mane mhila chaglà¥¤biyer age premikar sathe shariirik smprk krle dosh hy na tini bllen doshà¥¤ tumi ekta nshtaà¥¤ tomra to shariirik smprk blna tomra bl libh tugeda,,Negative,
5143,je din subrncre sntaner samne ma ke gndhrshn kra hyechil kothay chilen sedin?,,Negative,
5144,tini shudhu ekta duhcritra nariike blche tate smsja kothay?tar culkay keno? je-i kharap take kharap blcheà¥¤,,Negative,
5145,oi meyer to kon critri naià¥¤ tini thik blecheà¥¤ oi meye prtarnar mamla dito parto ta na diye dhrshner mamla diyecheà¥¤ nijer icchay bjabhicar krecheà¥¤ chi,,Negative,
5146,biyar agei je narii bambu khaiya ekai manbbndhn kre onjer ghare dosh capate pare?take ki sti blbe?,,Negative,
5147,are bhaira ekjn manush ke kalo talika nam le à¥¤ tkhn uni kichu blte parben naà¥¤ tomra bhal lok njà¦¼to,,Negative,
5148,je narii tar biruddhe mithja mamla diyeche take ki dushcritra se blte parbena à¥¤ amar baler ain ei desher,,Negative,
5149,"tini stji ktha blche,,,, ar or stji blar sahs ache tai laib e ese blte parche,,,parle tar ekta cul chire dekhan,,,bangladesher manush ar cup kre thakbe na,",,Negative,
5150,tini ek jn ptitake durshcritra bla opradher kichunaà¥¤ biyer age je meye pr purusher kache nij deh biliye dite pareà¥¤ se critrhiin ny boikià¥¤,,Negative,
5151,"ei cetnabaj nariibadii dushcritra et din tra kothaychile?kshankira tini ekti ktha blte nabltei tder gay legeche, jkhn nariira dhrshita hy tkhn kothay chile?",,Negative,
5152,"nariibadii etdin chile kothajà¦¼, kothajà¦¼ chile apnara etdin apnader danajà¦¼ pakhna gjajà¦¼ na ekhn tar ekta ktha shune apnader sbar danai pakna gjaiche",,Negative,
5153,je meye etdin pre ese bicar cayà¥¤ sei meye shuiche ek cheler sathei bicar cay arek cheler sei meye bhal hy ki bhabeà¥¤desher manush sb kichui bujhe,,Negative,
5154,tar critr phuler mt pbitrà¥¤ ekmas age mja niche ekhn ble dhrshn krcheà¥¤ keu biye krbe blle ki tar sathe bichanay jete hy ar eta prrbtiite dhrshn hy kibhabe,,Negative,
5155,"critrhiin blle km hbe,, ek critrhiin meyer jnj onj critrhiin meyeder gaye lagbe etai sbabhabik.",,Negative,
5156,biyer age hasi khushi babe onj purusher bichanay jaoya nariike critrban blte hbe?,,Negative,
5157,nrii jdi ducritr hjà¦¼ tahle oi nariike ki ble smbodhn krbe?,,Negative,
5158,tini thik blche je jemn kaj krche tar jnj ljjit hbe biye agei ken jina kro pre abar bicar cao,,Negative,
5159,tar karne toder gaja sebn kreo ghum asche naà¥¤ toder jnj aro unnt maner gaja lagbe,,Negative,
5160,tini à§§à§¦à§¦% sthik kthata bleche?,,Negative,
5161,"tar name mithja mamla diye or laipta nsht kreditecech,,,ar o ektu gali diye tai ble, eita oprad",,Negative,
5162,biyer prlobhne kon obibahit jubtiir barite asa jaoya krao be ainià¥¤,,Negative,
5163,"ei magir ek pa cttgrame kalurghat brije baindha, arekta pa dhakar mhakhaliir phlaiobhar raikha pachata kumilla brabr jhulaiya pasher desh noyakhalii hte doudà¦¼e aisa jor ekta kik mara ucità¥¤",,Negative,
5164,biyer age shariirik smprk kre kibhabe critrban manush hy?,,Negative,
5165,ashbas dile biliye deya jay? seta ki noitiktar ttha stcritrer mdhje pre? nshtami kre brea glay michil kra sndprapt beshjar prjaye preà¥¤,,Negative,
5166,hja bdd bhuul kreche tini.! ei kulanggar mhila guloke duhcritra bla ucit chil,,Negative,
5167,take niye eto culkani kenoà¥¤stji ktha ble taià¥¤apnader ja ucit kre keà¥¤,,Negative,
5168,"na,,,tai to, take dushcritra blbe ken,,,,,se to matr kyek jner sathe shuiche,,,,,ar ky jnke phita khule dile dushcritra hbe,,,",,Negative,
5169,"dushcritrake ki blbe, pheresta narii ble ki se dosh krleo tare tulsiipata blte hbe",,Negative,
5170,nshtami krle tate kon dosh nei ar stj kthata tule dhrlei midijà¦¼ar kache manush kharap hye jajà¦¼,,Negative,
5171,tibhir samne astei tar birddhe akrmnttk bhabe ktha blche tate mne mne hcche riyarsel kre asche,,Negative,
5172,dhikkar janai tar bktbjkeà¥¤ nariike hasjujjbl o dushcritra blay,,Positive,
5173,"ekjn narii ekjn bhdrlok ke niye oshaliin ktha blben, take caritrik bhabe hleo krben, ar ekj purush tar bishye stj ktha bllei apnader kharap lege jayà¥¤",,Negative,
5174,nariike obshji dushcritra bla jabe ( purush er mto) kintu tar age prman dekhate hbe,,Negative,
5175,"mjadam apni eto din ki chilen?tiniekjn narike dushcritra blte parena thik acheà¥¤ jei dler sonar chelera dhrshn kre nariider htja kreche, seti thik hcche? e bjapare apnader joralo bhuumika nai keno? naki dhrshkra apnader bhai bhai,,,",,Negative,
5176,apnar ei post dekhe bibhinn jelay à§¨à§¬ jner mà§ƒtju à§§shtadhik manush aht obsthay medikel e bhrti!! kichu manush nijeder ghrbari jayga jmi bikri kre embi kine ei post prar iccha poshn krche ekhno kyekjn jubk ojnan obsthay pukure shuye ache hajar khanek manush ekhno nikhonj rye geche ar kichu manush secchay pabna cle geche apnader otjacar shj krte na pere dhnjbad,,Negative,
5177,mithja blatao art ja obhinye phute uthe nai,,Negative,
5178,apnara sangbadik ra kbe njajà¦¼er sathe thakben? meyer smmti te to ghthna gtheche? ei khane nur ba onj der ki dosh?,,Negative,
5179,"apnara ki blte can meyera nijei ekta cheler sathe mja kre tarpre tar name mamla krbe ar oi cheletar phansi hbe, e dhrner kalo o ondh aike ghà§ƒna kri je desher ain shudhu ekta nariikei dekhbe ar purusher jnj kon prtikar nei eta khubi duhkhjnk!!",,Positive,
5180,jkhn dhrshn shuru hl tkhn nariibadiira kothajà¦¼ gijà¦¼echilà¥¤ ekhn tini dushcritra blajà¦¼ tara abar ki mà§ƒtju theke jege uthlo,,Negative,
5181,ptrikay dekhechilam mumbai haikorte premik-premikar parsprik smjhotajà¦¼ shbaser pr jdi tander bijà¦¼e nao hy seta dhrshner kono mamla hbe na à¥¤,,Negative,
5182,"take juta pita kra hok , prthme bleche se mejà¦¼etike cinei na , pre se take cine , dhiire dhiire ktha shikar o smpuunj ghtna se jane à¥¤ rimande nijà¦¼e grm dim dile sb berijà¦¼e asbe",,Positive,
5183,"phaltu ekta cjanel , mithja sngbad prcar kre à¥¤ smajer stj ktha gulo tule dhrun ,hajar hajar durniiti ar oniyn apnader cokhe pdà¦¼e na ken??",,Negative,
5184,bijà¦¼e chadà¦¼a shariirik smprk kra kon critrban manusher kaj na (chele mejà¦¼e jei hok,,Negative,
5185,"dushcritra manushke dushcritra blle opradhta ki?jkhn kapdà¦¼ khule tkhn ljja krena,,,ekhn sarabishber manushke janaiya diteche tao ljja krena,, abar arek jn bllei se opradhii,",,Negative,
5186,"are kiser brjn,ei tibhi bykt mane ki bujhlam na,ei cjanel jibneo dekhi ni.....bangla cjanel i thikthak dekhi na",,Negative,
5187,je bijà¦¼er age je mejà¦¼eti sngge shariirik smprke lipt hjà¦¼eche take ki bla jajà¦¼ blun,,Negative,
5188,"ami jtduur mne kri, dhrshn er orth jorpuurbk jounhyrani kra, kintu jdi secchay hle seta jena/ bebicar hyà¥¤ dhrshn hy naà¥¤ er day smpuurn meyetir",,Negative,
5189,are baba eki ain tar name bhujà¦¼a mamla kre dicche ete kon smsja nai ar tini oi mejà¦¼eke critrhiin bleche tatei et aghat legecheche narii manbadhikar snggthner nariiraà¥¤,,Negative,
5190,je meye biyer age kon purusher shjjasngginii hy take dushcritra blle dosher kichu naià¥¤,,Negative,
5191,dushcritr hojà¦¼a ta dosher na dushcritrer blata dosherà¥¤ ami bujhina beshsa gulo antrjatik tibhi cjanele kibhabe bseà¥¤ eder pechne klkathi ke nadà¦¼e?,,Negative,
5192,ei jnji allah blechen jahannamer odhikangsh jalanii hbe narii.. ar eder mto nariider dekhle ta thiki onuman kra jay,,Negative,
5193,"critrhiin mhila ke narii bla jajà¦¼ na, keu oi mhilake bouranii o bla jajà¦¼ na ,ma mnio bla jajà¦¼na bla jajà¦¼ na , hjà¦¼to ba ptitaljà¦¼ bla jajà¦¼",,Negative,
5194,bicar krte hbe chele meye dujner dujni sman opradh krecheà¥¤ chbi dekhei bujhte parchi meye secchay bichanay geche ekhane dhrshn mamla hy kibhabe jdi mamla hy prtarna mamla hbe,,Negative,
5195,tini kkhno karo kache matha nt krbeà¥¤karn tini kon opradh krinià¥¤ kharap meye ke kharap bla kono opradh naà¥¤,,Negative,
5196,amar ktha gula mn diya shun banglar prtitaà§·tra je bhabe tarpechne lakchà§· tar ekta pshm o tra chirte parbina,,Negative,
5197,stj ktha bllei ki dosh ar jara ktha blchen tara ki kre khbr nenà¥¤ se o kintu emn lamba lamba ktha blte shunechià¥¤,,Negative,
5198,et din kothay chilen jkhn meyeti take phasiyechilà¥¤ ar ekhn tini stj ktha blche ar apnar lege geche,,Negative,
5199,eismst nrtkiir kthar kono muulj neià¥¤ei nariibadii islamer shtrur jhata pita kre banglar mati theke bitarit kra hbe inshaallah,,Negative,
5200,"dushcritr thakle sekhane dushcritra thakbei! ""duhshcritra"" kon ciriyakhanar ntun sngskrn na!",,Negative,
5201,"ekebare khet,khamarer loker mto nicu pribarer lokjner mto bhasha bhnggi diye kurucipuurn ktha blecheà§· ei mnmansikta niye se jatiiy neta ki bhabe hbe?",,Negative,
5202,"critr hiin blte cai ke jen ble jeler bhat khaoyaiyachilenà¥¤ ebar take khaoyanr jnj uthe pre legechenà¥¤ critr hiin ba dushcritr bla jabe na tbe ulngg kra jabe, tai naà¥¤",,Negative,
5203,"nijer ijjt nijekei rksha krite hy premkre shariirik smprke jrano onoitik, biye kre o smprk chinn hjà¦¼e thake, prem kre biye na krle dhrshn mamla krte hbe , salish ba mimangsa kari der o sei mamlay jrate hbe, dhrshn asle ki tai bujhlam naà¥¤",,Negative,
5204,"dushcritra ke, dushcritra blbe na to phul mti blbe? dushcritrar pkshe ktha ble jara orao dushcritra?",,Negative,
5205,jdi smmanii lok ke cup krate cao hjà¦¼ tar ijjt kedà¦¼e nao na hjà¦¼ tar piche piche beshsa lelijà¦¼e dao ar eta shjà¦¼taner prdhan ostr mithja mithja e mejà¦¼eta ekta beshsa,,Negative,
5206,prman charai take dhrshner shjeagii banano jayej ar prman thakar pro dushcritra bla najayej?!,,Negative,
5207,tre age bla ucità¥¤ tui beshi pait lami krsà¥¤à¥¤à¥¤ malaun jani knekar,,Negative,
5208,"dushcritra ke hujur saheba blbo???kpale beshjar cihn diye take bicar krteche,,, desher orajkta clteche seta dekhar cokh nai,",,Negative,
5209,ekta meye jkhn sbicchay drshn kre tkhn take dushcritra blata ki opradh??,,Negative,
5210,nariibadiira etdin kothay chili????kaure t dekhlam na dhrshner biruddhe kono andolne???ekhn tel bere geche tai na?,,Negative,
5211,kichu osbhj mhila diye gn madhjm bhre geche à¥¤ tini ki bishbbidjalye prashuna krechen ki ?,,Negative,
5212,jai huk... ghtuk...! amader cup thakai brng bhalo....! jai krun... labh rajnoitik dlgulor....! amra chagler tin nmbr baccar mto nijera jhgra maramari kri keno..,,Neutral,
5213,"o t critrhiin,,,oder pathr mere mara ucit!islam etai ble!biyer age shariirik smprkke e chara ki bla jay",,Negative,
5214,"hjan pare jkhn ekjn manusher upr mithja obhijog ase, tkhn se sbi blte pare critrhiin lmpt beshsa ptita sbi bla smbhb, dhikkar janai toder narii jatir klngk tora",,Negative,
5215,"jdi tumi stjikarer sangbadik hye theko ektu ksht kre jngner kment gulo prenà¥¤ erpr siddhant nen sangbadikta krben, naki sangghatikta krbenà¥¤",,Negative,
5216,ei br tip deya mhila kothay nariir prti oshrddha dekhlen tini nijei janen ar keh janenaà¥¤,,Negative,
5217,eder ljja srm blte kichu nei eto ktha ble manush tar preo ljja hyna,,Negative,
5218,"ekjn nirdosh manushke dhrshner obhijoge obhijukt krle, ar ukt bjktike kharap blle dosher hye jayà¥¤ bah ki cmtkar!",,Negative,
5219,"kon critrban narii biyer age hbubr othba kon bndhu ke shriir dibe na, jdi dey tahle se dushcritra , ar jdi secchay melamesha kre tahle seta dhrshner prjaye pre na , ettukun bishy ki tthakthit e sb nariibadira bujhen na ? onara sbai bujhen bujheo shytani kren à¥¤ ar onara kauke bekayday phele sarth hasiler uddeshje bse thaken",,Negative,
5220,thik ache kon narii ke duushcritra bla jabe na!! kintu ekjn narii ki bhabe ek purush ke mithja opbad dicche !! se bishye apnar culkani othe na ken?,,Negative,
5221,tar biruddhe mamla dayer kra sei meyetii mne hy itihaser prthm narii je nijeke dhrshita prman krte barbar ceshta kreo bjarth hcche...hayre ptita..,,Negative,
5222,ei bdà¦¼ bdà¦¼ photaojà¦¼ala ntira eto dine kothajà¦¼ theke ber hjà¦¼eche dalaler baccara,,Negative,
5223,"are bhal bojh na, ekhane tomader aasamii kra hle, thik ducritra blta, take to aasamii krche se to blbei",,Negative,
5224,tora aslei dushcritra jkhn nariiderke ulngg kre petano hjà¦¼ tkhn tora kothajà¦¼ thakis nariibadiira,,Negative,
5225,"eâ€Œdeâ€Œshe juâ€Œge juâ€Œge miir japhr eâ€Œseâ€Œche,bhal netaâ€Œder biruâ€Œddhe mithja oâ€Œbhiâ€Œjeag ene bipâ€Œde phela hâ€Œyeâ€Œche",,Negative,
5226,critrhiin meyeke dushcritra bla dosher kichu nyà¥¤ ei nariibadira pray sb dushcritrà¥¤,,Negative,
5227,je trak calajà¦¼ take amra draibhar ble thakià¥¤ kintu je biman calajà¦¼ take to draibhar bla jay na pailti blte hjà¦¼ tai naà¥¤,,Negative,
5228,ken re ekjn narii jkhn ekjn purush ke gali dey tkhn kon midiya dekhe na..ar jei ek nariike gali dibe tkhn toder shauyay lage...torai to ikjuyal cas..je doshii tader khonj nei ache nrur piche laiga,,Negative,
5229,ei dushcritr mhila gulo sb smjà¦¼ dushcritrer pkshe ktha ble ebng muslmander islam dhrm nijà¦¼e culkani eder,,Negative,
5230,pà§ƒthibiir ekmatr narii je nijeke dhrshita prman krte srbocc ceshta kreo bjrth,,Negative,
5231,rastarâ€Œ ptita dhre ene onushthan calaccheà¥¤,,Negative,
5232,bibahbhirbhuut shariirik smprk je narii kre take dushcritra bla jabe na tahle kake dushcritra bla jabe ektu blben ki?,,Negative,
5233,"narii kar sathe mishbe ba mishbena eta blar jemn keu odhikar rakhe na, temni narii dhrshit hle, abar ken gheugheu kreà¥¤",,Negative,
5234,kpaler tip ta ar ektu br hle apnake ptitader mti lagtoà¥¤dushcritrake jara saport kre tara aro br dushcritra,,Negative,
5235,"tini dushcritra blche tate eto ragen ken apha?? ore to sara duniyar manush i dushcritra blteche seta or gaye lage na?? beyadp,osbhj meyo ektaà¥¤nshtami krle dosh nai ar bllei dosh tai na? thapraiya dat sb phele deoya ucit..",,Negative,
5236,accha ami ekta jinis bujhte parchi na apnara sbai blchen dhrshn hjà¦¼eche dhrshn hjà¦¼eche ulto tkhn bhalobasa krechilen hjà¦¼to bhabe cheler sathe tkhn milemishe shariirik smprk kreche ta seta ki dhrshn hjà¦¼eche naki,,Negative,
